slice_type,slice_name,n,mdape,ppe10,ppe20,median_signed_pct_error,overvaluation_rate,undervaluation_rate,median_valuation_ratio,median_comp_count,median_comp_dispersion
neighborhood,WOODSIDE,378,0.3136892144558975,0.14814814814814814,0.28835978835978837,-0.01664198943661972,0.41534391534391535,0.4365079365079365,0.9833580105633802,,
all,ALL,59092,0.31313148437500005,0.1708691531848643,0.3398768022744196,-0.006078077938988095,0.41839842956745416,0.41073241724768156,0.9939219220610119,,
model_route,global,59092,0.31313148437500005,0.1708691531848643,0.3398768022744196,-0.006078077938988095,0.41839842956745416,0.41073241724768156,0.9939219220610119,,
neighborhood,FOREST HILLS,865,0.3127667159763314,0.1699421965317919,0.33410404624277457,-0.19016470588235293,0.23352601156069364,0.5965317919075145,0.8098352941176471,,
borough_segment,1|SINGLE_FAMILY,269,0.31198387596899224,0.1895910780669145,0.3271375464684015,0.09130932835820896,0.4944237918215613,0.3159851301115242,1.091309328358209,,
neighborhood,BRIGHTON BEACH,250,0.31127650789259087,0.176,0.34,-0.202408700624145,0.196,0.628,0.7975912993758549,,
price_tier,luxury,16212,0.3096074736251947,0.1642610412040464,0.32704169750801876,-0.21768144838126394,0.19738465334320257,0.6383543054527511,0.7823185516187361,,
neighborhood,HOLLIS HILLS,62,0.30750805147058824,0.14516129032258066,0.2903225806451613,-0.28555348295869887,0.08064516129032258,0.7741935483870968,0.7144465170413012,,
neighborhood,GOWANUS,94,0.3073600674603174,0.14893617021276595,0.3191489361702128,0.00810117658338812,0.4574468085106383,0.39361702127659576,1.008101176583388,,
neighborhood,CITY ISLAND,53,0.3051029079616036,0.1320754716981132,0.3018867924528302,-0.20357612584175083,0.24528301886792453,0.6226415094339622,0.7964238741582491,,
neighborhood,BEDFORD STUYVESANT,800,0.3021453042161327,0.18,0.34,0.05766818994728916,0.46,0.36,1.057668189947289,,
neighborhood,FLORAL PARK,150,0.29958447631183155,0.07333333333333333,0.20666666666666667,-0.2879623646185545,0.06666666666666667,0.86,0.7120376353814455,,
neighborhood,BOERUM HILL,133,0.2982505952380952,0.13533834586466165,0.3308270676691729,-0.1690038888888889,0.24812030075187969,0.6165413533834586,0.8309961111111112,,
borough,3,14481,0.2975973571428571,0.17850977142462537,0.35259995856639736,-0.03240263157894737,0.39092604101926665,0.430564187556108,0.9675973684210526,,
neighborhood,RICHMONDTOWN-LIGHTHS HILL,14,0.29745647505829353,0.07142857142857142,0.2857142857142857,-0.23428461925287358,0.2857142857142857,0.6428571428571429,0.7657153807471264,,
neighborhood,KENSINGTON,81,0.2958636652542373,0.13580246913580246,0.30864197530864196,-0.23581540404040405,0.1728395061728395,0.691358024691358,0.764184595959596,,
neighborhood,GRANT CITY,116,0.29567415221088433,0.11206896551724138,0.27586206896551724,-0.11136742254273505,0.3793103448275862,0.5086206896551724,0.888632577457265,,
neighborhood,SILVER LAKE,40,0.29192510723608855,0.25,0.35,-0.04779892307692308,0.3,0.45,0.9522010769230769,,
neighborhood,RICHMONDTOWN,65,0.29045835798816566,0.09230769230769231,0.3384615384615385,-0.24288071428571428,0.13846153846153847,0.7692307692307693,0.7571192857142857,,
