period,borough,property_segment,n,median_sale_price,median_ppsf,ppsf_qoq_change
2023Q3,4,SINGLE_FAMILY,1994,830000.0,519.4562537611864,0.017303127365907445
2023Q4,4,SINGLE_FAMILY,1843,858000.0,521.7391304347826,0.00439474288174746
2024Q1,4,SINGLE_FAMILY,1684,832000.0,517.0723403838429,-0.008944680930967897
2024Q2,4,SINGLE_FAMILY,1930,850000.0,525.5468536718537,0.016389415225188442
2024Q3,4,SINGLE_FAMILY,1961,875000.0,545.6349206349206,0.03822317044183032
2024Q4,4,SINGLE_FAMILY,2011,870000.0,550.531914893617,0.008974854932301657
2019Q1,4,SMALL_MULTI,76,378500.0,205.62770562770564,
2019Q2,4,SMALL_MULTI,64,560019.0,467.2913760622094,1.272511744639376
2019Q3,4,SMALL_MULTI,70,401400.0,217.20779220779224,-0.5351769723675023
2019Q4,4,SMALL_MULTI,46,845074.0,343.2444718919939,0.5802585551978192
2020Q1,4,SMALL_MULTI,71,585000.0,475.96153846153845,0.3866546366733785
2020Q2,4,SMALL_MULTI,50,720000.0,505.71188071188067,0.06250576957647658
2020Q3,4,SMALL_MULTI,80,612500.0,290.04329004329,-0.42646534300321004
2020Q4,4,SMALL_MULTI,53,440000.0,243.5064935064935,-0.16044776119402981
2021Q1,4,SMALL_MULTI,49,370000.0,211.03896103896105,-0.1333333333333333
2021Q2,4,SMALL_MULTI,69,530000.0,301.94805194805195,0.4307692307692308
2021Q3,4,SMALL_MULTI,54,412500.0,242.15367965367966,-0.19802867383512546
2021Q4,4,SMALL_MULTI,80,516250.0,275.2957251082251,0.13686368715083796
2022Q1,4,SMALL_MULTI,85,445000.0,278.67965367965365,0.012291976455857556
2022Q2,4,SMALL_MULTI,113,475000.0,313.7987012987013,0.1260194174757283
2022Q3,4,SMALL_MULTI,100,385000.0,243.32824460307904,-0.2245721744671666
2022Q4,4,SMALL_MULTI,58,513500.0,297.1482663768805,0.221182797178328
2023Q1,4,SMALL_MULTI,77,590000.0,508.6580086580087,0.7117986749849154
2023Q2,4,SMALL_MULTI,60,416835.5,227.81385281385286,-0.5521276595744681
2023Q3,4,SMALL_MULTI,55,413000.0,270.7581227436823,0.1885059639675173
2023Q4,4,SMALL_MULTI,55,407000.0,251.62337662337663,-0.07067099567099555
2024Q1,4,SMALL_MULTI,71,498000.0,285.7142857142857,0.13548387096774195
2024Q2,4,SMALL_MULTI,57,500000.0,263.05353602115,-0.07931262392597493
2024Q3,4,SMALL_MULTI,72,442503.0,213.47402597402598,-0.18847688115904193
2024Q4,4,SMALL_MULTI,62,385000.0,209.6861471861472,-0.017743979721166037
2019Q1,4,WALKUP,326,316800.0,170.61688311688312,
2019Q2,4,WALKUP,479,515000.0,286.7965367965368,0.6809387884554394
2019Q3,4,WALKUP,340,311500.0,170.6767109295199,-0.40488573245707027
2019Q4,4,WALKUP,355,327500.0,178.57142857142858,0.04625538890990666
2020Q1,4,WALKUP,314,321250.0,173.16017316017317,-0.030303030303030276
2020Q2,4,WALKUP,172,325000.0,175.86580086580088,0.015625
2020Q3,4,WALKUP,229,325000.0,181.2770562770563,0.03076923076923066
2020Q4,4,WALKUP,345,330000.0,178.57142857142858,-0.014925373134328401
2021Q1,4,WALKUP,396,319500.0,172.34848484848484,-0.034848484848484906
2021Q2,4,WALKUP,436,320361.0,177.48917748917748,0.029827315541601118
2021Q3,4,WALKUP,483,330000.0,178.57142857142858,0.0060975609756099836
2021Q4,4,WALKUP,454,341500.0,184.75064514193122,0.03460361279481483
2022Q1,4,WALKUP,376,332750.0,182.62987012987014,-0.011479121008924342
2022Q2,4,WALKUP,455,349000.0,185.6060606060606,0.016296296296296253
2022Q3,4,WALKUP,435,365000.0,194.8051948051948,0.04956268221574334
2022Q4,4,WALKUP,321,340000.0,178.57142857142858,-0.08333333333333315
2023Q1,4,WALKUP,328,325500.0,174.78354978354977,-0.02121212121212135
2023Q2,4,WALKUP,367,345000.0,183.982683982684,0.052631578947368585
2023Q3,4,WALKUP,335,335000.0,183.44155844155844,-0.002941176470588336
2023Q4,4,WALKUP,309,335000.0,179.1125541125541,-0.02359882005899705
2024Q1,4,WALKUP,288,330000.0,178.57142857142858,-0.0030211480362536403
2024Q2,4,WALKUP,337,350000.0,189.3939393939394,0.06060606060606055
2024Q3,4,WALKUP,310,360000.0,192.7164502164502,0.017542857142857082
2024Q4,4,WALKUP,331,380000.0,202.6098901098901,0.05133676903205742
2019Q1,5,ELEVATOR,36,255000.0,281.36649648237056,
2019Q2,5,ELEVATOR,40,287750.0,291.85954363223914,0.03729316489721457
2019Q3,5,ELEVATOR,38,287000.0,256.77914706552474,-0.12019616055768878
2019Q4,5,ELEVATOR,41,288953.0,318.489289740699,0.24032380892451166
2020Q1,5,ELEVATOR,29,290000.0,263.1578947368421,-0.17373078714485346
2020Q2,5,ELEVATOR,27,320000.0,291.7620137299771,0.10869565217391308
2020Q3,5,ELEVATOR,23,285000.0,249.88901601830665,-0.14351764705882353
2020Q4,5,ELEVATOR,48,295000.0,323.69736777608944,0.29536452995747386
2021Q1,5,ELEVATOR,42,313750.0,316.10195565640447,-0.023464547060941587
2021Q2,5,ELEVATOR,47,300000.0,314.6453089244851,-0.004608154760999628
2021Q3,5,ELEVATOR,47,324000.0,287.4834144183989,-0.08632543926661573
2021Q4,5,ELEVATOR,54,303586.0,297.821947268197,0.03596218888214375
2022Q1,5,ELEVATOR,53,300000.0,297.48283752860414,-0.001138632470519263
2022Q2,5,ELEVATOR,44,330000.0,303.7885183148201,0.021196788489049156
2022Q3,5,ELEVATOR,45,325000.0,305.1747014595312,0.004562987279442154
2022Q4,5,ELEVATOR,38,277999.5,270.3072855936633,-0.11425395256916993
2023Q1,5,ELEVATOR,33,295000.0,309.59752321981426,0.1453539720169199
2023Q2,5,ELEVATOR,53,310000.0,294.0503432494279,-0.05021739130434799
2023Q3,5,ELEVATOR,34,330000.0,304.90886164096094,0.03692741274007738
2023Q4,5,ELEVATOR,31,358000.0,360.7666290868095,0.1831949624069067
2024Q1,5,ELEVATOR,38,297000.0,271.33089064261554,-0.24790468750000005
2024Q2,5,ELEVATOR,39,313000.0,310.0338218714769,0.1426410798165958
2024Q3,5,ELEVATOR,36,326400.0,316.2317558602389,0.019991154356479468
2024Q4,5,ELEVATOR,44,335000.0,300.36295061548026,-0.050180935186572406
2019Q1,5,SINGLE_FAMILY,960,545000.0,354.0363641387348,
2019Q2,5,SINGLE_FAMILY,1076,545243.5,353.06776556776555,-0.002735873116665788
2019Q3,5,SINGLE_FAMILY,1185,570000.0,365.2058432934927,0.03437888957721191
2019Q4,5,SINGLE_FAMILY,1116,557500.0,351.16175985485734,-0.03845525392469973
2020Q1,5,SINGLE_FAMILY,996,555000.0,348.5488794674294,-0.00744067460109521
2020Q2,5,SINGLE_FAMILY,675,575000.0,359.375,0.031060551820199622
2020Q3,5,SINGLE_FAMILY,899,568000.0,364.92932862190816,0.015455523121831405
2020Q4,5,SINGLE_FAMILY,1526,585000.0,377.2290809327847,0.033704477404774336
2021Q1,5,SINGLE_FAMILY,1306,575000.0,378.48757239382235,0.003336146454896216
2021Q2,5,SINGLE_FAMILY,1301,610000.0,378.6764705882353,0.0004990869137875276
2021Q3,5,SINGLE_FAMILY,1518,637000.0,401.3376856118791,0.05984320860612735
2021Q4,5,SINGLE_FAMILY,1445,635000.0,406.25,0.012239853281237556
2022Q1,5,SINGLE_FAMILY,1276,650000.0,418.4480328209474,0.030025926943870518
2022Q2,5,SINGLE_FAMILY,1320,671500.0,437.4029861042934,0.045298225338907816
2022Q3,5,SINGLE_FAMILY,1209,680000.0,428.57142857142856,-0.02019089446901734
2022Q4,5,SINGLE_FAMILY,990,664000.0,427.9891304347826,-0.0013586956521738358
2023Q1,5,SINGLE_FAMILY,734,649389.0,394.95879120879124,-0.07717564974707825
2023Q2,5,SINGLE_FAMILY,933,659000.0,415.55892857142857,0.05215768789343711
2023Q3,5,SINGLE_FAMILY,968,680000.0,423.0647773279352,0.018062056282389438
2023Q4,5,SINGLE_FAMILY,928,680000.0,428.20220396471586,0.012143357027329271
2024Q1,5,SINGLE_FAMILY,761,680000.0,422.5,-0.013316615169000179
2024Q2,5,SINGLE_FAMILY,839,685000.0,444.44444444444446,0.051939513477974986
2024Q3,5,SINGLE_FAMILY,1050,696000.0,450.9939183903938,0.014736316378386016
2024Q4,5,SINGLE_FAMILY,951,725000.0,450.27407987470633,-0.001596115792994679
2019Q2,5,SMALL_MULTI,1,1400000.0,145.68158168574402,
2019Q4,5,SMALL_MULTI,4,825000.0,255.97285488519105,0.7570708110333471
2020Q1,5,SMALL_MULTI,1,800000.0,270.27027027027026,0.05585520148803225
2020Q4,5,SMALL_MULTI,1,600000.0,189.873417721519,-0.29746835443037967
2021Q1,5,SMALL_MULTI,1,610000.0,158.03108808290156,-0.1677029360967185
2021Q2,5,SMALL_MULTI,3,870000.0,135.4679802955665,-0.14277638698215311
2021Q3,5,SMALL_MULTI,5,900000.0,217.77777777777777,0.6075959595959597
2021Q4,5,SMALL_MULTI,2,1092500.0,341.3913276981273,0.5676132394301765
2022Q1,5,SMALL_MULTI,3,900000.0,212.38938053097343,-0.37787118974862444
2022Q2,5,SMALL_MULTI,1,2499000.0,388.0434782608696,0.8270380434782614
2022Q3,5,SMALL_MULTI,1,1076500.0,256.3095238095238,-0.33948245965052704
2022Q4,5,SMALL_MULTI,1,1550000.0,271.9298245614035,0.06094311487031567
2023Q2,5,SMALL_MULTI,2,890000.0,232.00357434782006,-0.14682556530156488
2023Q3,5,SMALL_MULTI,3,1250000.0,480.7692307692308,1.0722492406451503
2023Q4,5,SMALL_MULTI,3,1070000.0,181.84908225696805,-0.6217539089055064
2024Q1,5,SMALL_MULTI,3,489255.0,199.40964912280705,0.09656670601738004
2024Q2,5,SMALL_MULTI,2,700000.0,187.24227291643024,-0.061016988194405264
2024Q3,5,SMALL_MULTI,4,1457499.5,349.45032085561496,0.866300357353498
2024Q4,5,SMALL_MULTI,1,560000.0,186.66666666666663,-0.46582774281156514
2019Q1,5,WALKUP,28,256450.0,335.50339496989636,
2019Q2,5,WALKUP,22,193000.0,104.43722943722943,-0.6887148356677575
2019Q3,5,WALKUP,34,230000.0,265.625,1.5433937823834198
2019Q4,5,WALKUP,22,244500.0,135.28138528138527,-0.4907053730583143
2020Q1,5,WALKUP,19,210000.0,143.3982683982684,0.060000000000000275
2020Q2,5,WALKUP,12,246250.0,155.0480769230769,0.08124092888243806
2020Q3,5,WALKUP,13,260000.0,191.30434782608697,0.23383889450623552
2020Q4,5,WALKUP,25,260000.0,241.31944444444449,0.2614425505050506
2021Q1,5,WALKUP,25,280000.0,268.93939393939394,0.11445389143230855
2021Q2,5,WALKUP,29,307500.0,273.59781121751024,0.01732143889327742
2021Q3,5,WALKUP,32,290000.0,169.64157706093192,-0.37996003584229376
2021Q4,5,WALKUP,21,250000.0,135.28138528138527,-0.20254581674399985
2022Q1,5,WALKUP,32,267500.0,222.9674023338407,0.6481750380517506
2022Q2,5,WALKUP,31,305000.0,309.91735537190084,0.38996710787289546
2022Q3,5,WALKUP,40,300000.0,256.53551886492335,-0.17224539246251402
2022Q4,5,WALKUP,25,260000.0,140.69264069264068,-0.45156662393124114
2023Q1,5,WALKUP,19,325000.0,186.7762420620097,0.3275480589638229
2023Q2,5,WALKUP,29,240000.0,129.87012987012986,-0.30467532467532465
2023Q3,5,WALKUP,21,260000.0,123.37662337662336,-0.050000000000000044
2023Q4,5,WALKUP,28,271250.0,185.55377955377958,0.5039622132253716
2024Q1,5,WALKUP,26,297999.0,162.57585306850012,-0.12383432199838162
2024Q2,5,WALKUP,22,315000.0,221.8612012987013,0.3646626919756757
2024Q3,5,WALKUP,17,279900.0,186.83862433862436,-0.1578580515884097
2024Q4,5,WALKUP,29,290000.0,255.40540540540545,0.36698397512556813
