period,n,ppe10,mdape,r2
2023Q3,4513,0.1841347219144693,0.315363435828877,0.37347462136351406
2023Q4,10405,0.18010571840461317,0.29737909207161123,0.3802621629383125
2024Q1,9633,0.1623585591196927,0.3286220787207872,0.235388598604529
2024Q2,11472,0.1690202231520223,0.31994996624121347,0.20154277518553532
2024Q3,11735,0.17025990626331486,0.3061780303030303,0.3461534786878069
2024Q4,11334,0.16684312687488972,0.3136655573367755,0.3299313954611599
