period,n,ppe10,mdape,r2
2023Q3,4513,0.17017504985597165,0.30969517958412096,0.4406431687222827
2023Q4,10405,0.1718404613166747,0.30322259432250054,0.41181690790809367
2024Q1,9633,0.18011003840963355,0.33458355704697984,0.01444756974036776
2024Q2,11472,0.18610529986052998,0.3241060320943039,0.17815327134996906
2024Q3,11735,0.2028121005538986,0.2946106589147287,0.36675733106037867
2024Q4,11334,0.1875772013410976,0.3029989780202569,0.31748865682401584
